Location,Bedrooms,Bathrooms,Area,Type,Stratum,Price
Santa-marta,4.0,4.0,175.0,House,4.0,490.0
Santa-marta,3.0,4.0,72.0,House,3.0,255.0
Santa-marta,1.0,2.0,60.0,Apartment,6.0,420.0
Santa-marta,3.0,2.0,108.0,Apartment,6.0,1200.0
Santa-marta,2.0,3.0,103.0,Apartment,6.0,1150.0
Santa-marta,1.0,2.0,46.0,Apartment,5.0,240.0
Santa-marta,3.0,4.0,230.0,House,4.0,570.0
Santa-marta,3.0,2.0,80.0,Apartment,5.0,400.0
Santa-marta,3.0,2.0,86.0,Apartment,6.0,900.0
Santa-marta,3.0,3.0,103.5141428611491,Apartment,4.0,370.0
Santa-marta,3.0,3.0,97.02015642768986,Apartment,2.0,130.0
Santa-marta,3.0,4.0,92.0,Apartment,4.0,470.0
Santa-marta,2.0,2.0,91.0,Apartment,6.0,690.0
Santa-marta,4.0,5.0,308.0,Apartment,6.0,1500.0
Santa-marta,2.0,3.0,85.0,Apartment,4.0,350.0
Santa-marta,2.0,1.0,80.0,House,3.0,220.0
Santa-marta,3.0,4.0,313.0,Apartment,6.0,2660.0
Santa-marta,3.0,2.0,102.0,Apartment,6.0,900.0
Santa-marta,4.0,4.0,165.0,House,4.0,480.0
Santa-marta,2.0,2.0,80.0,Apartment,4.0,380.0
Santa-marta,3.0,3.0,125.0,Apartment,6.0,914.765775
Santa-marta,4.0,4.0,132.0,House,4.0,300.0
Santa-marta,3.0,3.0,238.0,Apartment,6.0,1300.0
Santa-marta,4.0,4.0,400.0,House,5.0,450.0
Santa-marta,4.0,4.0,74.0,House,4.0,290.0
Santa-marta,2.0,2.0,59.0,Apartment,6.0,714.176255
Santa-marta,4.0,4.0,162.0,House,3.0,400.0
Santa-marta,2.0,2.0,95.0,Apartment,6.0,650.0
Santa-marta,3.0,2.0,104.0,House,3.0,280.0
Santa-marta,3.0,3.0,90.0,House,3.0,330.0
Santa-marta,3.0,3.0,101.94041756756171,House,3.0,130.0
Santa-marta,4.0,6.0,260.0,Apartment,6.0,1280.0
Santa-marta,2.0,3.0,137.0,Apartment,6.0,1550.0
Santa-marta,4.0,3.0,142.06967306870075,House,5.0,1500.0
Santa-marta,6.0,5.0,280.0,House,6.0,1250.0
Santa-marta,2.0,2.0,82.0,Apartment,5.0,320.0
Santa-marta,2.0,2.0,74.0,Apartment,5.0,385.0
Santa-marta,3.0,2.0,108.0,Apartment,6.0,1400.0
Santa-marta,3.0,3.0,122.0,House,4.0,340.0
Santa-marta,3.0,3.0,106.1056991393833,House,4.0,270.0
Santa-marta,3.0,2.0,88.0,Apartment,4.0,479.9
Santa-marta,3.0,3.0,87.0,Apartment,6.0,410.0
Santa-marta,3.0,2.0,120.0,House,2.0,190.0
Santa-marta,2.0,3.0,118.0,Apartment,6.0,890.0
Santa-marta,2.0,3.0,97.0,Apartment,4.0,850.0
Santa-marta,3.0,4.0,208.0,House,5.0,1130.0
Santa-marta,3.0,3.0,147.0,Apartment,6.0,540.0
Santa-marta,2.0,2.0,74.0,Apartment,6.0,585.0
Santa-marta,3.0,3.0,170.0,House,5.0,570.0
Santa-marta,2.0,3.0,118.0,Apartment,6.0,760.0
Santa-marta,3.0,3.0,112.0,Apartment,5.0,785.0
Santa-marta,3.0,3.0,93.0,Apartment,5.0,395.0
Santa-marta,4.0,4.0,614.0,House,6.0,1000.0
Santa-marta,3.0,3.0,130.0,House,5.0,550.0
Santa-marta,3.0,2.0,200.0,House,4.0,1500.0
Santa-marta,3.0,2.0,81.0,Apartment,5.0,395.0
Santa-marta,3.0,3.0,125.11954482943688,House,6.0,820.0
Santa-marta,3.0,3.0,149.0,Apartment,6.0,280.0
Santa-marta,3.0,3.0,94.0,Apartment,6.0,480.0
Santa-marta,3.0,4.0,147.0,House,6.0,550.0
Santa-marta,5.0,3.0,165.0,House,5.0,410.0
Santa-marta,4.0,4.0,203.0,House,4.0,800.0
Santa-marta,2.0,1.0,50.0,Apartment,6.0,37.0
Santa-marta,2.0,2.0,74.0,Apartment,6.0,550.0
Santa-marta,1.0,2.0,83.0,Apartment,6.0,970.0
Santa-marta,2.0,2.0,73.0,House,4.0,190.0
Santa-marta,4.0,4.0,256.0,House,3.0,663.6708
Santa-marta,5.0,5.0,323.0,Apartment,6.0,1350.0
Santa-marta,3.0,3.0,98.0,Apartment,4.0,550.0
Santa-marta,3.0,3.0,148.32012650923315,House,4.0,1300.0
Santa-marta,2.0,2.0,70.0,Apartment,5.0,570.0
Santa-marta,3.0,2.0,79.0,Apartment,4.0,430.0
Santa-marta,4.0,4.0,91.0,Apartment,4.0,300.0
Santa-marta,3.0,3.0,115.0,Apartment,5.0,890.0
Santa-marta,2.0,2.0,67.0,Apartment,6.0,420.0
Santa-marta,2.0,2.0,73.0,Apartment,5.0,430.0
Santa-marta,2.0,2.0,68.0,Apartment,5.0,380.0
Santa-marta,1.0,2.0,56.0,Apartment,4.0,350.0
Santa-marta,4.0,4.0,260.0,Apartment,6.0,2300.0
Santa-marta,4.0,4.0,115.0,House,3.0,300.0
Santa-marta,4.0,4.0,110.0,House,3.0,320.0
Santa-marta,11.0,12.0,705.0,Apartment,3.0,2490.0
Santa-marta,4.0,2.0,100.0,House,3.0,380.0
Santa-marta,2.0,3.0,87.0,Apartment,6.0,790.0
Santa-marta,5.0,4.0,341.0,House,6.0,580.0
Santa-marta,3.0,2.0,62.0,Apartment,3.0,210.0
Santa-marta,3.0,3.0,111.0,House,4.0,320.0
Santa-marta,3.0,3.0,114.0,Apartment,6.0,440.0
Santa-marta,4.0,4.0,115.0,House,3.0,300.0
Santa-marta,3.0,3.0,124.0,House,5.0,360.0
Santa-marta,3.0,3.0,129.0,Apartment,6.0,420.0
Santa-marta,2.0,2.0,74.0,Apartment,6.0,540.0
Santa-marta,3.0,2.0,94.0,Apartment,6.0,335.0
Santa-marta,3.0,3.0,126.0,House,5.0,600.0
Santa-marta,4.0,5.0,120.0,Apartment,4.0,640.0
Santa-marta,3.0,3.0,113.0,House,5.0,1e-06
Santa-marta,3.0,2.0,88.0,Apartment,4.0,469.9
Santa-marta,3.0,3.0,121.00218107960254,House,6.0,320.0
Santa-marta,2.0,2.0,87.0,Apartment,5.0,372.0
Santa-marta,3.0,2.0,104.0,Apartment,6.0,900.0
Santa-marta,3.0,3.0,150.0883102017779,House,4.0,1200.0
Santa-marta,3.0,6.0,637.0,House,5.0,1150.0
Santa-marta,3.0,3.0,157.97825938327566,House,6.0,650.0
Santa-marta,3.0,4.0,133.0,Apartment,5.0,680.0
Santa-marta,3.0,3.0,171.33828732682807,House,6.0,609.0
Santa-marta,3.0,4.0,103.0,Apartment,6.0,440.0
Santa-marta,3.0,3.0,99.0,Apartment,6.0,470.0
Santa-marta,3.0,4.0,128.0,Apartment,5.0,274.4
Santa-marta,3.0,5.0,424.0,Apartment,6.0,2600.0
Santa-marta,3.0,3.0,78.0,House,3.0,325.0
Santa-marta,2.0,2.0,73.0,Apartment,6.0,891.64
Santa-marta,3.0,3.0,300.0,House,2.0,980.0
Santa-marta,2.0,3.0,86.0,Apartment,6.0,470.0
Santa-marta,3.0,2.0,172.0,Apartment,4.0,434.7
Santa-marta,3.0,2.0,78.0,Apartment,3.0,349.7
Santa-marta,4.0,3.0,160.0,House,3.0,260.0
Santa-marta,1.0,1.0,34.0,Apartment,4.0,190.0
Santa-marta,3.0,2.0,84.0,Apartment,4.0,395.0
Santa-marta,4.0,4.0,250.0,House,6.0,1050.0
Santa-marta,3.0,2.0,90.0,House,3.0,280.0
Santa-marta,4.0,3.0,90.0,House,4.0,265.0
Santa-marta,4.0,4.0,158.0,House,6.0,605.0
Santa-marta,2.0,2.0,74.0,Apartment,6.0,830.0
Santa-marta,4.0,3.0,130.0,House,3.0,310.0
Santa-marta,3.0,2.0,68.0,Apartment,3.0,250.0
Santa-marta,3.0,2.0,90.0,Apartment,6.0,900.0
Santa-marta,3.0,3.0,146.0,House,4.0,560.0
Santa-marta,3.0,1.0,54.0,Apartment,2.0,110.0
Santa-marta,1.0,2.0,66.0,Apartment,6.0,470.0
Santa-marta,1.0,1.0,40.0,Apartment,6.0,377.0
Santa-marta,3.0,1.0,43.0,Apartment,3.0,115.0
Santa-marta,3.0,2.0,64.0,Apartment,3.0,180.0
Santa-marta,3.0,4.0,185.0,Apartment,5.0,2000.0
Santa-marta,5.0,4.0,360.0,House,5.0,900.0
Santa-marta,3.0,3.0,278.0,Apartment,5.0,2044.5
Santa-marta,3.0,2.0,135.0,Apartment,6.0,300.0
Santa-marta,4.0,4.0,169.0,Apartment,5.0,649.0
Santa-marta,2.0,2.0,97.0,Apartment,5.0,380.0
Santa-marta,4.0,4.0,183.0,House,6.0,1250.0
Santa-marta,2.0,3.0,81.0,Apartment,5.0,340.0
Santa-marta,4.0,5.0,130.0,Apartment,4.0,800.0
Santa-marta,6.0,4.0,350.0,House,6.0,1200.0
Santa-marta,3.0,2.0,62.0,Apartment,2.0,175.5
Santa-marta,3.0,3.0,158.19358934449255,House,4.0,3800.0
Santa-marta,3.0,2.0,92.0,Apartment,4.0,450.0
Santa-marta,3.0,4.0,236.0,House,5.0,670.0
Santa-marta,3.0,4.0,158.0,House,6.0,650.0
Santa-marta,3.0,3.0,163.0,House,4.0,585.0
Santa-marta,3.0,2.0,55.0,Apartment,2.0,150.0
Santa-marta,4.0,5.0,185.0,Apartment,6.0,527.0
Santa-marta,3.0,3.0,102.0,Apartment,4.0,360.0
Santa-marta,4.0,4.0,106.0,House,3.0,360.0
Santa-marta,3.0,3.0,105.82871646012548,Apartment,4.0,380.0
Santa-marta,1.0,1.0,58.0,Apartment,4.0,340.0
Santa-marta,1.0,1.0,35.0,Apartment,5.0,220.0
Santa-marta,2.0,2.0,70.0,House,5.0,220.0
Santa-marta,4.0,6.0,230.0,House,4.0,760.0
Santa-marta,2.0,1.0,95.0,House,2.0,240.0
Santa-marta,3.0,3.0,98.0,Apartment,6.0,830.0
Santa-marta,1.0,1.0,41.0,Apartment,6.0,470.0
Santa-marta,3.0,4.0,212.0,Apartment,6.0,3000.0
Santa-marta,3.0,5.0,208.0,Apartment,6.0,1029.326
Santa-marta,4.0,3.0,450.0,House,5.0,540.0
Santa-marta,2.0,3.0,97.0,Apartment,6.0,810.0
Santa-marta,2.0,3.0,110.0,House,6.0,1.1
Santa-marta,3.0,2.0,68.0,Apartment,3.0,165.0
Santa-marta,2.0,2.0,70.0,Apartment,5.0,360.0
Santa-marta,2.0,3.0,86.0,Apartment,6.0,900.0
Santa-marta,3.0,3.0,100.0,Apartment,6.0,650.0
Santa-marta,3.0,3.0,115.0,House,6.0,800.0
Santa-marta,2.0,2.0,69.0,Apartment,5.0,350.0
Santa-marta,3.0,2.0,54.0,Apartment,3.0,140.0
Santa-marta,2.0,2.0,69.0,Apartment,3.0,260.0
Santa-marta,2.0,3.0,117.0,Apartment,6.0,760.0
Santa-marta,4.0,4.0,290.0,House,6.0,720.0
Santa-marta,3.0,3.0,137.0,Apartment,6.0,753.5
Santa-marta,2.0,3.0,94.0,Apartment,6.0,345.0
Santa-marta,3.0,4.0,122.0,Apartment,6.0,1e-06
Santa-marta,3.0,2.0,111.0,Apartment,6.0,275.0
Santa-marta,3.0,2.0,63.0,Apartment,3.0,190.0
Santa-marta,3.0,3.0,100.66970734664928,Apartment,5.0,340.0
Santa-marta,3.0,3.0,94.0,Apartment,4.0,520.0
Santa-marta,3.0,3.0,143.0,House,5.0,280.0
Santa-marta,6.0,2.0,205.0,House,3.0,500.0
Santa-marta,3.0,3.0,125.0,Apartment,6.0,295.0
Santa-marta,4.0,5.0,300.0,Apartment,6.0,650.0
Santa-marta,3.0,1.0,70.0,House,3.0,224.0
Santa-marta,2.0,2.0,69.0,Apartment,5.0,360.0
Santa-marta,3.0,4.0,100.0,House,4.0,520.0
Santa-marta,3.0,3.0,180.0,House,6.0,550.0
Santa-marta,4.0,1.0,90.0,House,2.0,150.0
Santa-marta,3.0,2.0,73.31363471549554,Apartment,4.0,195.0
Santa-marta,4.0,5.0,157.0,Apartment,5.0,703.0
Santa-marta,1.0,2.0,51.0,Apartment,5.0,270.0
Santa-marta,2.0,1.0,67.0,Apartment,3.0,109.0
Santa-marta,3.0,2.0,53.0,Apartment,2.0,130.0
Santa-marta,3.0,2.0,92.0,Apartment,6.0,660.0
Santa-marta,11.0,7.0,500.0,House,2.0,350.0
Santa-marta,2.0,2.0,60.0,House,6.0,270.0
Santa-marta,4.0,4.0,250.0,Apartment,6.0,450.0
Santa-marta,4.0,3.0,182.0,Apartment,6.0,980.0
Santa-marta,3.0,3.0,137.0,House,6.0,450.0
Santa-marta,4.0,3.0,130.0,House,4.0,250.0
Santa-marta,3.0,4.0,130.0,House,6.0,530.0
Santa-marta,3.0,2.0,111.0,Apartment,6.0,550.0
Santa-marta,3.0,2.0,144.0,Apartment,6.0,780.0
Santa-marta,2.0,2.0,128.0,Apartment,6.0,700.0
Santa-marta,2.0,2.0,66.0,Apartment,6.0,750.0
Santa-marta,3.0,3.0,116.0,Apartment,6.0,400.0
Santa-marta,2.0,3.0,114.0,Apartment,6.0,680.0
Santa-marta,3.0,2.0,101.0,Apartment,6.0,850.0
Santa-marta,3.0,3.0,135.0,House,4.0,350.0
Santa-marta,3.0,2.0,74.0,Apartment,3.0,342.0
Santa-marta,4.0,3.0,962.0,House,2.0,799.3
Santa-marta,2.0,3.0,112.0,Apartment,6.0,770.0
Santa-marta,3.0,2.0,124.0,Apartment,5.0,380.0
Santa-marta,3.0,3.0,125.0,Apartment,6.0,320.0
Santa-marta,3.0,2.0,70.24845631181081,Apartment,6.0,135.0
Santa-marta,2.0,2.0,67.0,Apartment,6.0,650.0
Santa-marta,1.0,1.0,44.0,Apartment,6.0,400.0
Santa-marta,1.0,2.0,53.0,Apartment,5.0,380.0
Santa-marta,2.0,2.0,70.0,Apartment,6.0,340.0
Santa-marta,2.0,1.0,68.0,Apartment,3.0,190.0
Santa-marta,3.0,4.0,216.0,House,3.0,450.0
Santa-marta,3.0,3.0,260.0,House,3.0,0.000195
Santa-marta,7.0,6.0,135.0,House,2.0,1200.0
Sincelejo,5.0,4.0,240.0,House,2.0,300.0
Sincelejo,3.0,2.0,168.0,House,4.0,340.0
Sincelejo,3.0,2.0,60.0,Apartment,3.0,250.0
Sincelejo,4.0,2.0,156.0,House,3.0,220.0
Sincelejo,4.0,3.0,116.0,House,4.0,399.04
Sincelejo,3.0,2.0,86.0,House,3.0,240.0
Sincelejo,3.0,2.0,84.0,Apartment,3.0,283.0
Sincelejo,3.0,3.0,118.54226833872224,House,3.0,285.0
Sincelejo,4.0,3.0,103.0,Apartment,4.0,309.0
Sincelejo,3.0,1.0,82.0,Apartment,3.0,162.0
Sincelejo,7.0,4.0,220.0,Apartment,3.0,300.0
Sincelejo,3.0,2.0,175.0,House,2.0,290.0
Sincelejo,3.0,3.0,115.82179064218857,House,6.0,200.0
Sincelejo,4.0,5.0,160.0,House,4.0,430.0
Sincelejo,3.0,2.0,91.0,Apartment,3.0,242.0
Sincelejo,3.0,2.0,80.0,House,2.0,160.0
Sincelejo,4.0,2.0,66.0,House,3.0,240.0
Sincelejo,3.0,2.0,119.0,Apartment,6.0,380.0
Sincelejo,3.0,1.0,83.0,House,4.0,290.0
Sincelejo,5.0,5.0,200.0,House,4.0,750.0
Sincelejo,2.0,3.0,123.0,House,3.0,230.0
Sincelejo,3.0,4.0,206.0,Apartment,6.0,1009.4
Sincelejo,6.0,8.0,300.0,House,5.0,600.0
Sincelejo,3.0,4.0,224.0,Apartment,5.0,807.48
Sincelejo,4.0,4.0,110.0,House,4.0,380.0
Sincelejo,4.0,4.0,511.0,House,4.0,1200.0
Sincelejo,3.0,3.0,190.0,House,6.0,260.0
Sincelejo,3.0,2.0,98.0,Apartment,2.0,245.0
Sincelejo,4.0,5.0,338.0,House,5.0,895.0
Sincelejo,4.0,5.0,320.0,House,6.0,930.0
Sincelejo,2.0,2.0,73.0,Apartment,4.0,223.395849
Sincelejo,3.0,3.0,168.0,Apartment,5.0,600.0
Sincelejo,3.0,3.0,137.83892613994104,House,4.0,500.0
Sincelejo,3.0,1.0,52.0,Apartment,3.0,150.0
Sincelejo,4.0,3.0,140.0,House,2.0,220.0
Sincelejo,4.0,3.0,141.0,House,2.0,290.0
Sincelejo,3.0,2.0,154.0,House,4.0,400.0
Sincelejo,3.0,3.0,109.54398451994858,Apartment,3.0,280.0
Sincelejo,2.0,3.0,72.0,House,3.0,210.0
Sincelejo,2.0,3.0,100.0,Apartment,4.0,280.0
Sincelejo,3.0,4.0,255.0,House,3.0,600.0
Sincelejo,4.0,5.0,200.0,Apartment,2.0,450.0
Sincelejo,5.0,4.0,200.0,House,5.0,805.0
Sincelejo,1.0,1.0,52.0,Apartment,3.0,115.0
Sincelejo,4.0,4.0,191.88803547435458,House,6.0,700.0
Sincelejo,3.0,2.0,180.0,House,4.0,540.0
Sincelejo,5.0,5.0,338.0,House,5.0,1050.0
Sincelejo,2.0,1.0,105.0,House,2.0,150.0
Sincelejo,4.0,5.0,364.0,House,5.0,850.0
Sincelejo,2.0,2.0,97.0,Apartment,4.0,250.0
Sincelejo,3.0,4.0,127.0,Apartment,5.0,399.75
Sincelejo,5.0,6.0,338.0,House,5.0,998.0
Sincelejo,6.0,5.0,303.0,House,4.0,670.0
Sincelejo,4.0,5.0,416.0,House,5.0,1100.0
Sincelejo,3.0,2.0,80.0,House,3.0,240.0
Sincelejo,3.0,3.0,104.0,Apartment,4.0,240.0
Sincelejo,3.0,2.0,110.0,Apartment,3.0,341.0
Sincelejo,9.0,6.0,520.0,House,3.0,500.0
Sincelejo,4.0,2.0,160.0,Apartment,3.0,198.0
Sincelejo,3.0,3.0,86.0,House,3.0,303.45
Sincelejo,3.0,2.0,100.0,Apartment,3.0,205.0
Sincelejo,3.0,2.0,53.0,Apartment,3.0,139.0
Sincelejo,4.0,4.0,251.2448298373428,House,6.0,1350.0
Sincelejo,10.0,9.0,303.0,House,3.0,308.25
Sincelejo,2.0,2.0,85.0,Apartment,4.0,300.0
Sincelejo,4.0,3.0,135.0,House,3.0,440.0
Sincelejo,3.0,4.0,165.0,Apartment,6.0,270.0
Sincelejo,5.0,3.0,160.0,House,3.0,325.0
Sincelejo,3.0,2.0,119.0,Apartment,3.0,360.0
Sincelejo,4.0,3.0,123.0,Apartment,4.0,350.0
Sincelejo,2.0,2.0,92.0,Apartment,2.0,160.0
Sincelejo,4.0,3.0,100.0,Apartment,5.0,270.0
Sincelejo,1.0,1.0,69.0,Apartment,5.0,230.0
Sincelejo,5.0,4.0,260.0,House,3.0,460.0
Sincelejo,4.0,3.0,200.0,House,3.0,350.0
Sincelejo,4.0,5.0,298.0,House,5.0,980.0
Sincelejo,4.0,3.0,167.0,House,4.0,350.0
Sincelejo,3.0,3.0,160.0,Apartment,6.0,310.0
Sincelejo,3.0,3.0,103.9934521365725,Apartment,6.0,170.0
Sincelejo,1.0,2.0,114.0,House,2.0,240.0
Sincelejo,3.0,4.0,204.27064970391385,Apartment,3.0,1200.0
Sincelejo,3.0,2.0,127.0,Apartment,3.0,350.0
Sincelejo,4.0,2.0,88.0,House,3.0,270.0
Sincelejo,3.0,1.0,60.0,House,2.0,100.0
Sincelejo,4.0,3.0,120.0,Apartment,6.0,520.0
Sincelejo,3.0,2.0,71.0,Apartment,3.0,200.0
Sincelejo,3.0,2.0,93.0,Apartment,3.0,250.0
Sincelejo,3.0,3.0,133.37788043518051,House,4.0,490.0
Sincelejo,4.0,2.0,224.0,Apartment,5.0,3.6
Sincelejo,3.0,2.0,93.0,House,4.0,299.2
Sincelejo,3.0,2.0,86.0,Apartment,3.0,176.0
Sincelejo,3.0,3.0,170.0,Apartment,5.0,843.0
Sincelejo,3.0,2.0,93.0,House,4.0,299.0
Sincelejo,3.0,3.0,144.0,Apartment,5.0,600.0
Sincelejo,4.0,4.0,224.0,Apartment,4.0,620.0
Sincelejo,3.0,2.0,78.0,House,1.0,180.0
Sincelejo,3.0,3.0,89.0,House,2.0,270.0
Sincelejo,4.0,2.0,350.0,House,2.0,690.0
Sincelejo,4.0,4.0,315.971709558543,House,6.0,1400.0
Sincelejo,5.0,5.0,250.0,House,3.0,500.0
Sincelejo,2.0,1.0,90.0,House,2.0,60.0
Sincelejo,3.0,3.0,106.0,Apartment,3.0,320.0
Sincelejo,5.0,4.0,350.0,House,5.0,850.0
Sincelejo,4.0,3.0,135.0,Apartment,5.0,405.0
Sincelejo,3.0,3.0,135.0,House,3.0,440.0
Sincelejo,3.0,3.0,147.0,House,3.0,330.0
Sincelejo,4.0,5.0,359.2611179986583,House,3.0,980.0
Sincelejo,4.0,3.0,136.0,House,3.0,335.0
Sincelejo,3.0,2.0,65.0,Apartment,3.0,221.0
Sincelejo,5.0,4.0,350.0,House,4.0,750.0
Sincelejo,2.0,1.0,66.0,Apartment,1.0,105.0
Sincelejo,4.0,3.0,260.0,House,4.0,470.0
Sincelejo,3.0,3.0,125.04139409366434,House,3.0,299.5
Sincelejo,3.0,2.0,120.0,House,2.0,190.0
Sincelejo,3.0,3.0,111.5296837056679,House,6.0,146.0
Sincelejo,3.0,2.0,122.0,Apartment,5.0,299.0
Sincelejo,4.0,4.0,222.0,Apartment,3.0,500.0
Sincelejo,3.0,3.0,100.0,House,2.0,210.0
Sincelejo,4.0,3.0,132.0,Apartment,6.0,235.16
Sincelejo,4.0,3.0,103.0,Apartment,4.0,381.1
Sincelejo,4.0,4.0,156.0,House,3.0,350.0
Sincelejo,5.0,5.0,242.0,House,4.0,900.0
Sincelejo,3.0,4.0,193.0,House,3.0,470.0
Sincelejo,4.0,5.0,134.0,House,4.0,512.24
Sincelejo,4.0,4.0,150.0,House,3.0,340.0
Sincelejo,3.0,3.0,107.95120796425105,House,6.0,210.0
Sincelejo,4.0,4.0,125.0,House,3.0,390.0
Sincelejo,5.0,4.0,319.0,House,4.0,850.0
Sincelejo,3.0,2.0,78.0,Apartment,3.0,320.0
Sincelejo,3.0,2.0,97.0,Apartment,2.0,232.5
Sincelejo,4.0,3.0,78.0,House,1.0,180.0
Sincelejo,5.0,4.0,190.0,House,2.0,290.0
Sincelejo,4.0,3.0,140.0,House,2.0,280.0
Sincelejo,1.0,1.0,50.0,Apartment,2.0,130.0
Sincelejo,2.0,1.0,49.0,Apartment,2.0,65.0
Sincelejo,4.0,3.0,254.0,House,3.0,430.0
Sincelejo,3.0,3.0,122.0,Apartment,5.0,229.0
Sincelejo,4.0,2.0,81.0,House,3.0,190.0
Sincelejo,4.0,4.0,251.2448298373428,House,6.0,1350.0
Sincelejo,5.0,6.0,553.0,House,4.0,3201.0
Sincelejo,3.0,3.0,121.0,Apartment,3.0,190.0
Sincelejo,3.0,3.0,127.36466712280794,House,6.0,316.2
Sincelejo,5.0,6.0,336.0,House,5.0,900.0
Sincelejo,8.0,4.0,78.0,Apartment,2.0,185.0
Sincelejo,3.0,2.0,97.0,Apartment,3.0,280.0
Sincelejo,3.0,3.0,143.17173416445152,House,4.0,950.0
Sincelejo,6.0,4.0,170.0,House,3.0,300.0
Sincelejo,4.0,5.0,820.0,House,4.0,850.0
Sincelejo,4.0,4.0,269.0,Apartment,6.0,3.55
Sincelejo,3.0,2.0,98.0,House,3.0,220.0
Sincelejo,3.0,2.0,78.0,House,2.0,250000.0
Sincelejo,3.0,1.0,200.0,Apartment,3.0,380.0
Sincelejo,3.0,2.0,93.0,Apartment,2.0,248.0
Sincelejo,3.0,4.0,170.0,Apartment,6.0,270.0
Sincelejo,2.0,2.0,52.0,Apartment,3.0,120.0
Sincelejo,4.0,4.0,400.0,House,5.0,650.0
Sincelejo,2.0,2.0,85.0,Apartment,4.0,300.0
Sincelejo,3.0,2.0,105.0,House,3.0,192.7
Sincelejo,2.0,2.0,60.0,Apartment,4.0,254.1
Sincelejo,5.0,3.0,150.0,House,3.0,420.0
Sincelejo,3.0,2.0,53.0,Apartment,3.0,150.0
Sincelejo,3.0,3.0,149.84248822569404,House,5.0,500.0
Sincelejo,3.0,2.0,121.0,House,3.0,220.0
Sincelejo,4.0,4.0,480.0,House,5.0,1700.0
Sincelejo,3.0,2.0,89.0,Apartment,2.0,238.5
Sincelejo,3.0,3.0,95.0,Apartment,4.0,320.0
Sincelejo,4.0,3.0,170.0,House,4.0,520.0
Sincelejo,3.0,2.0,100.0,Apartment,4.0,260.0
Sincelejo,6.0,7.0,285.0,House,4.0,480.0
Sincelejo,3.0,3.0,150.0,House,4.0,350.0
Sincelejo,3.0,2.0,132.0,Apartment,4.0,231.0
Sincelejo,3.0,3.0,108.4362890859987,Apartment,6.0,1.6
Sincelejo,3.0,2.0,88.0,Apartment,3.0,261.0
Sincelejo,3.0,2.0,140.0,Apartment,4.0,320.0
Sincelejo,2.0,2.0,58.0,Apartment,3.0,175.5
Sincelejo,2.0,2.0,150.0,House,3.0,300.0
Sincelejo,3.0,2.0,99.0,Apartment,2.0,200.0
Sincelejo,4.0,3.0,103.0,Apartment,4.0,381.1
Sincelejo,3.0,2.0,120.0,House,3.0,300.0
Sincelejo,3.0,2.0,93.0,Apartment,3.0,220.0
Sincelejo,4.0,3.0,225.0,House,3.0,320.0
Sincelejo,4.0,6.0,260.0,House,4.0,550.0
Sincelejo,3.0,2.0,80.0,Apartment,3.0,220.0
Sincelejo,3.0,3.0,108.08016513364022,House,6.0,230.0
Sincelejo,2.0,1.0,50.0,Apartment,3.0,150.0
Sincelejo,3.0,3.0,125.17861003456945,House,3.0,299.5
Sincelejo,5.0,3.0,144.0,House,3.0,295.0
Sincelejo,3.0,3.0,100.0,House,3.0,240.0
Sincelejo,3.0,2.0,161.0,House,3.0,240.0
Sincelejo,5.0,5.0,258.0,House,3.0,700.0
Sincelejo,3.0,3.0,124.25874327153643,House,6.0,310.0
Sincelejo,3.0,3.0,147.0,Apartment,5.0,558.6
Sincelejo,3.0,2.0,75.0,Apartment,4.0,318.864
Sincelejo,3.0,3.0,109.53588215150933,House,3.0,180.0
Sincelejo,3.0,2.0,79.0,Apartment,3.0,300.0
Sincelejo,4.0,3.0,168.0,House,4.0,480.0
Sincelejo,3.0,2.0,120.0,House,3.0,410.0
Sincelejo,4.0,3.0,198.7044990815749,House,1.0,350.0
Sincelejo,5.0,4.0,250.0,House,4.0,999.09
Sincelejo,4.0,3.0,160.0,House,3.0,380.0
Sincelejo,4.0,3.0,120.69561643687281,House,3.0,331.7
Sincelejo,4.0,3.0,103.0,Apartment,4.0,381.1
Sincelejo,4.0,3.0,103.0,Apartment,4.0,382.0
Sincelejo,4.0,3.0,144.0,House,4.0,420.0
Sincelejo,5.0,5.0,230.0,House,5.0,1200.0
Sincelejo,3.0,3.0,94.0,Apartment,4.0,240.0
Sincelejo,3.0,2.0,93.54868685643964,Apartment,3.0,240.0
Sincelejo,3.0,2.0,93.0,House,4.0,299.2
Tunja,3.0,4.0,150.0,House,6.0,400.0
Tunja,3.0,3.0,147.90121752522825,House,5.0,700.0
Tunja,2.0,3.0,80.0,House,3.0,250.0
Tunja,3.0,2.0,89.0,Apartment,4.0,310.0
Tunja,3.0,4.0,256.0,House,6.0,1250.0
Tunja,4.0,3.0,240.0,House,5.0,850.0
Tunja,3.0,2.0,72.0,Apartment,6.0,288.0
Tunja,7.0,6.0,344.0,House,3.0,300.0
Tunja,4.0,3.0,110.86036432801299,House,3.0,250.0
Tunja,2.0,2.0,56.0,Apartment,3.0,140.0
Tunja,4.0,3.0,141.4985188633678,House,5.0,590.0
Tunja,3.0,3.0,131.0,House,6.0,450.0
Tunja,7.0,6.0,300.0,House,6.0,1850.0
Tunja,3.0,3.0,112.0,Apartment,6.0,455.0
Tunja,5.0,4.0,214.0,House,6.0,590.0
Tunja,5.0,4.0,142.0,House,6.0,400.0
